,序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,是否放量,是否上涨
5074,5075,600122,*ST宏图,0.85,-4.49,-0.04,64442.0,5477570.0,0.0,0.85,0.85,0.85,0.89,88.59,0.56,0.1,-0.36,984519598.0,984519598.0,0.0,0.0,-34.62,-44.08,是,是
