序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,872925,锦好医疗,20.03,23.11,3.76,16384.0,30312636.64,23.11,20.03,16.27,16.27,16.27,11.71,5.92,22.0,2.65,986978250.0,554189139.0,0.25,2.19,33.18,38.14
2,872808,曙光数创,168.0,23.07,31.49,36177.0,558424938.96,28.01,174.74,136.51,138.0,136.51,0.92,14.04,54.11,20.69,13376160000.0,4328354016.0,0.12,1.2,442.46,504.97
3,688108,赛诺医疗,9.17,20.03,1.53,651306.0,570696756.0,19.24,9.17,7.7,7.72,7.64,3.3,15.89,-57.99,4.51,3759700000.0,3759700000.0,0.0,0.0,45.32,60.6
4,300654,世纪天鸿,17.03,20.01,2.84,609039.0,951305850.94,21.63,17.03,13.96,13.97,14.19,0.83,19.07,195.84,7.94,6134009917.0,5438896458.0,0.0,0.0,175.12,188.16
5,301270,汉仪股份,53.93,20.0,8.99,75968.0,373405428.64,19.85,53.93,45.01,45.01,44.94,3.38,37.86,199.87,4.91,5393000000.0,1082128208.0,0.0,0.0,34.42,78.58
6,688081,兴图新科,25.62,20.0,4.27,38073.0,92958304.0,20.75,25.62,21.19,21.19,21.35,2.8,5.17,7909.1,3.16,1885632000.0,1885632000.0,0.0,0.0,17.31,54.71
7,300024,机器人,13.38,20.0,2.23,1622134.0,2096713113.03,19.91,13.38,11.16,11.16,11.15,6.04,10.75,-116.55,4.92,20741835891.0,20191456335.0,0.0,0.0,27.55,49.0
8,300788,中信出版,39.25,19.99,6.54,134257.0,499604506.08,16.66,39.25,33.8,34.0,32.71,1.09,7.06,44.39,3.55,7463446964.0,7463446964.0,0.0,0.0,76.17,93.83
9,873593,鼎智科技,75.0,17.19,11.0,32282.0,224289741.67,18.41,75.0,63.22,66.0,64.0,1.35,17.97,23.05,5.59,3471467925.0,1347394575.0,0.68,1.9,-62.4,-62.4
10,300987,川网传媒,28.55,17.1,4.17,299404.0,779857912.71,20.67,28.6,23.56,23.81,24.38,1.74,31.39,197.7,6.09,4949656400.0,2722756400.0,0.0,0.56,67.74,91.1
11,300315,掌趣科技,7.19,16.72,1.03,8979365.0,6040340665.39,13.47,7.25,6.42,6.71,6.16,2.92,34.45,62.63,4.3,19826311340.0,18740852607.0,-0.14,0.14,102.54,123.99
12,300213,佳讯飞鸿,7.55,16.51,1.07,988669.0,740602398.93,18.21,7.75,6.57,6.6,6.48,2.4,17.95,-169.83,2.01,4482575158.0,4157923618.0,0.13,0.0,18.71,55.67
13,832662,方盛股份,9.75,16.07,1.35,63844.0,59902682.81,19.29,10.2,8.58,8.58,8.4,1.59,31.93,13.21,2.05,853612520.0,194938448.0,0.1,0.41,19.63,44.23
14,300148,天舟文化,7.15,15.14,0.94,2010102.0,1326186878.76,18.52,7.2,6.05,6.19,6.21,1.07,25.92,-366.22,5.71,5972676302.0,5544416892.0,-0.14,-0.28,98.61,95.36
15,832225,利通科技,9.44,14.56,1.2,41935.0,37891455.71,13.96,9.47,8.32,8.4,8.24,4.47,7.28,9.58,1.98,998428633.0,544115511.0,0.11,0.43,23.4,60.27
16,300251,光线传媒,11.7,14.48,1.48,1920810.0,2094785317.38,19.57,11.7,9.7,10.0,10.22,2.05,6.89,70.34,4.09,34323218654.0,32610513242.0,0.26,1.65,43.56,35.1
17,300540,蜀道装备,21.68,14.41,2.73,99316.0,207831726.96,15.2,21.77,18.89,18.99,18.95,9.72,9.14,53.77,3.54,3483802408.0,2354706621.0,0.0,0.0,17.76,30.92
18,300426,唐德影视,18.53,13.89,2.26,497508.0,850227797.33,24.95,19.0,14.94,15.0,16.27,0.96,12.53,-122.02,73.06,7578855238.0,7355361536.0,0.11,0.0,160.25,168.16
19,300678,中科信息,61.67,13.82,7.49,394947.0,2308498041.86,21.54,64.88,53.21,55.0,54.18,0.93,21.31,325.12,14.38,12185428460.0,11427597343.0,0.02,-0.32,207.12,274.21
20,300840,酷特智能,13.63,13.58,1.63,274965.0,373734641.8,14.67,14.35,12.59,12.6,12.0,3.01,17.82,28.03,2.95,3271200000.0,2103293182.0,-0.07,0.15,26.91,52.63
21,300600,国瑞科技,13.95,13.14,1.62,480710.0,648336215.46,19.3,14.38,12.0,12.01,12.33,1.48,19.65,-176.55,4.78,4104570996.0,3413359391.0,0.0,0.14,67.07,89.02
22,300624,万兴科技,158.5,12.89,18.1,169724.0,2550599454.26,16.34,164.44,141.5,146.0,140.4,1.05,14.59,253.91,23.79,21181991513.0,18431870693.0,0.83,1.08,296.65,439.85
23,300533,冰川网络,74.48,12.66,8.37,193466.0,1336246433.13,15.08,75.0,65.03,69.96,66.11,1.1,18.18,14.85,5.68,11361016834.0,7925183454.0,2.03,3.33,166.19,200.44
24,300949,奥雅股份,37.07,11.79,3.91,28770.0,102765493.8,11.46,37.6,33.8,33.99,33.16,3.89,16.92,-17.84,1.99,2224200000.0,630366083.0,0.11,-0.08,-0.88,21.18
25,300818,耐普矿机,25.03,11.49,2.58,59355.0,143143569.46,14.03,25.36,22.21,22.58,22.45,2.94,9.55,-50.75,2.34,2628384481.0,1554916639.0,0.04,0.08,12.7,30.43
26,688058,宝兰德,58.38,11.2,5.88,22759.0,127061662.0,14.29,59.5,52.0,53.5,52.5,2.14,4.06,-183.62,3.88,3269280000.0,3269280000.0,-0.19,0.15,18.9,42.88
27,301128,强瑞技术,41.23,10.83,4.03,66189.0,267342932.47,14.54,43.41,38.0,38.0,37.2,1.02,24.28,863.75,3.7,3046345425.0,1123795761.0,-0.02,-0.07,34.43,64.33
28,300113,顺网科技,18.13,10.35,1.7,1159801.0,2021629804.58,10.71,18.36,16.6,17.33,16.43,3.34,16.71,76.78,6.69,12587427661.0,12582414607.0,-0.06,0.28,52.61,74.16
29,688282,理工导航,64.8,10.3,6.05,35556.0,220606502.0,11.63,64.85,58.02,59.18,58.75,0.94,9.98,129.84,3.74,5702400000.0,2309472000.0,0.0,1.57,30.8,41.95
30,300528,幸福蓝海,10.94,10.28,1.02,580547.0,603574114.52,10.79,10.95,9.88,10.06,9.92,3.38,15.58,352.62,18.49,4076332111.0,4076332111.0,0.18,0.0,48.84,30.08
31,002131,利欧股份,2.48,10.22,0.23,4394842.0,1079135628.86,4.89,2.48,2.37,2.38,2.25,2.6,7.53,7.02,1.37,16751914428.0,14469697352.0,0.0,0.0,31.91,40.11
32,601326,秦港股份,3.7,10.12,0.34,1051668.0,378207997.0,7.14,3.7,3.46,3.54,3.36,2.62,2.21,12.37,1.16,20673424400.0,17602968300.0,0.0,0.0,31.21,34.55
33,600425,青松建化,5.23,10.11,0.48,1879309.0,965018075.0,9.68,5.23,4.77,4.77,4.75,2.98,13.63,296.22,1.41,8392600388.0,7211072150.0,0.0,0.0,28.5,41.73
34,600748,上实发展,3.94,10.06,0.36,323821.0,125306523.0,8.1,3.94,3.65,3.66,3.58,3.71,1.76,6.35,0.71,7267577794.0,7267577794.0,0.0,0.0,11.3,14.53
35,002423,中粮资本,8.21,10.05,0.75,384065.0,310256342.1,8.45,8.21,7.58,7.6,7.46,2.73,1.67,12.59,1.01,18916706771.0,18916706771.0,0.0,0.0,7.18,14.66
36,600629,华建集团,10.73,10.05,0.98,945251.0,958826722.0,12.1,10.73,9.55,9.56,9.75,0.94,10.01,29.56,2.26,10418216544.0,10136190576.0,0.0,0.0,125.89,144.42
37,000928,中钢国际,9.75,10.05,0.89,865309.0,827987008.28,6.43,9.75,9.18,9.36,8.86,2.32,6.75,15.01,1.87,12490539740.0,12490311590.0,0.0,0.0,36.75,65.82
38,601949,中国出版,10.96,10.04,1.0,997618.0,1069229103.0,8.13,10.96,10.15,10.15,9.96,0.64,5.47,151.55,2.43,19974600000.0,19974600000.0,0.0,0.0,114.48,119.64
39,002491,通鼎互联,6.14,10.04,0.56,404776.0,245135586.72,5.73,6.14,5.82,5.83,5.58,1.0,3.44,15.84,3.22,7552166230.0,7223339273.0,0.0,0.0,24.8,35.24
40,601098,中南传媒,15.25,10.03,1.39,456785.0,672651142.0,9.02,15.25,14.0,14.0,13.86,1.05,2.54,19.71,1.83,27389000000.0,27389000000.0,0.0,0.0,53.11,52.81
41,000885,城发环境,12.95,10.03,1.18,103041.0,131849570.43,4.16,12.95,12.46,12.47,11.77,1.05,1.6,6.78,1.22,8314913402.0,8314913402.0,0.0,0.0,25.0,36.75
42,603999,读者传媒,8.67,10.03,0.79,566531.0,466614390.0,12.18,8.67,7.71,7.71,7.88,1.07,9.84,164.17,2.67,4993920000.0,4993920000.0,0.0,0.0,45.71,47.45
43,600088,中视传媒,13.06,10.03,1.19,221669.0,278406685.0,8.85,13.06,12.01,12.02,11.87,1.47,5.57,341.89,5.13,5194045584.0,5194045584.0,0.0,0.0,35.06,32.19
44,600228,返利科技,14.49,10.02,1.32,265118.0,381103630.0,4.4,14.49,13.91,14.2,13.17,0.68,9.51,-7841.58,9.35,10574767977.0,4039545804.0,0.0,0.0,90.91,102.37
45,002229,鸿博股份,19.43,10.02,1.77,757785.0,1440404086.57,6.51,19.43,18.28,18.4,17.66,0.51,15.37,-132.63,6.12,9682829030.0,9582182368.0,0.0,0.0,147.83,192.18
46,600373,中文传媒,19.65,10.02,1.79,909987.0,1757641901.0,8.12,19.65,18.2,18.2,17.86,1.02,6.72,15.55,1.49,26627002078.0,26627002078.0,0.0,0.0,100.1,105.33
47,605100,华丰股份,14.93,10.02,1.36,26625.0,39401373.0,4.42,14.93,14.33,14.42,13.57,4.86,3.47,17.42,1.4,2537084760.0,1147101760.0,0.0,0.0,5.81,14.06
48,601900,南方传媒,20.31,10.02,1.85,762725.0,1526675795.0,4.93,20.31,19.4,19.97,18.46,1.02,8.51,20.38,2.44,18195253055.0,18195253055.0,0.0,0.0,139.5,144.4
49,600750,江中药业,25.69,10.02,2.34,256658.0,640740601.0,11.99,25.69,22.89,23.01,23.35,1.56,4.12,16.79,3.91,16173112731.0,16022851921.0,0.0,0.0,68.13,77.79
50,002835,同为股份,15.7,10.02,1.43,104587.0,162014023.81,7.99,15.7,14.56,15.62,14.27,2.48,8.22,99.53,3.7,3446054717.0,1998326851.0,0.0,0.0,-20.18,50.24
51,603798,康普顿,11.42,10.02,1.04,92351.0,103362104.0,8.19,11.42,10.57,10.69,10.38,5.12,4.62,16.59,2.02,2284000000.0,2284000000.0,0.0,0.0,-3.47,-0.7
52,603230,内蒙新华,17.24,10.02,1.57,316081.0,516631447.0,11.17,17.24,15.49,15.73,15.67,1.09,35.36,10.74,2.49,6094736520.0,1541273240.0,0.0,0.0,49.52,56.3
53,002737,葵花药业,28.99,10.02,2.64,218417.0,617561980.24,10.02,28.99,26.35,26.36,26.35,1.65,3.74,10.42,3.67,16930160000.0,16930160000.0,0.0,0.0,19.94,25.06
54,601019,山东出版,12.74,10.02,1.16,798601.0,986246412.0,11.92,12.74,11.36,11.56,11.58,1.22,3.83,31.41,1.96,26587106000.0,26587106000.0,0.0,0.0,96.0,102.87
55,002757,南兴股份,14.61,10.02,1.33,99455.0,143389872.25,4.52,14.61,14.01,14.02,13.28,0.7,3.55,13.19,1.74,4316610889.0,4087940721.0,0.0,0.0,4.13,34.65
56,002292,奥飞娱乐,10.22,10.01,0.93,1542234.0,1480457427.57,14.32,10.22,8.89,9.2,9.29,1.01,15.81,226.59,4.64,15112310903.0,9967531661.0,0.0,0.0,93.56,119.31
57,002338,奥普光电,31.76,10.01,2.89,80827.0,252079824.08,7.97,31.76,29.46,29.56,28.87,1.31,3.37,90.29,6.58,7622400000.0,7622209440.0,0.0,0.0,22.86,42.49
58,600229,城市传媒,10.77,10.01,0.98,108747.0,117120713.0,0.0,10.77,10.77,10.77,9.79,0.31,1.62,18.67,2.34,7228910160.0,7228910160.0,0.0,0.0,44.37,52.33
59,603518,锦泓集团,11.1,10.01,1.01,275563.0,294340345.0,10.01,11.1,10.09,10.09,10.09,2.02,7.94,9.39,1.22,3854031366.0,3854031366.0,0.0,0.0,55.03,65.67
60,002965,祥鑫科技,49.02,10.01,4.46,100377.0,487231122.9,3.86,49.02,47.3,48.99,44.56,1.46,8.69,26.63,3.11,8738699223.0,5664042273.0,0.0,0.0,-24.82,-15.79
61,000999,华润三九,64.85,10.01,5.9,127040.0,811050910.14,8.38,64.85,59.91,59.99,58.95,1.43,1.3,13.92,3.53,64094238100.0,63448935724.0,0.0,0.0,34.99,38.54
62,000951,中国重汽,16.05,10.01,1.46,294749.0,463153640.08,7.13,16.05,15.01,15.19,14.59,3.03,2.51,21.05,1.35,18856653228.0,18855152681.0,0.0,0.0,2.36,8.15
63,002577,雷柏科技,16.71,10.01,1.52,241357.0,397351982.55,8.95,16.71,15.35,15.95,15.19,2.18,8.53,265.08,4.16,4726924800.0,4726674150.0,0.0,0.0,27.27,49.2
64,002555,三七互娱,33.76,10.0,3.07,214349.0,723643270.56,0.0,33.76,33.76,33.76,30.69,0.23,1.31,24.17,5.77,74875098127.0,55215336592.0,0.0,0.0,56.22,86.52
65,600129,太极集团,54.33,10.0,4.94,155792.0,813654971.0,10.79,54.33,49.0,49.99,49.39,2.21,2.8,32.19,9.19,30255874122.0,30255874122.0,0.0,0.0,61.79,80.74
66,603722,阿科力,57.42,10.0,5.22,35824.0,196148017.0,14.06,57.42,50.08,50.08,52.2,2.48,4.07,201.23,6.56,5049371250.0,5049371250.0,0.0,0.0,35.11,48.72
67,603633,徕木股份,12.76,10.0,1.16,79067.0,99932442.0,5.69,12.76,12.1,12.21,11.6,1.07,2.41,52.05,2.23,4189312339.0,4189312339.0,0.0,0.0,-11.08,-12.42
68,603283,赛腾股份,51.04,10.0,4.64,51644.0,261780920.0,5.0,51.04,48.72,48.99,46.4,1.47,2.84,33.52,5.86,9735096434.0,9275021874.0,0.0,0.0,20.09,73.02
69,600825,新华传媒,6.05,10.0,0.55,1271652.0,737249760.0,11.64,6.05,5.41,5.49,5.5,1.28,12.17,382.82,2.53,6321571493.0,6321571493.0,0.0,0.0,51.63,52.39
70,002912,中新赛克,42.35,10.0,3.85,66675.0,271383835.2,11.19,42.35,38.04,41.09,38.5,1.22,4.11,30.81,4.5,7277073257.0,6870102166.0,0.0,0.0,7.3,33.85
71,002527,新时达,7.04,10.0,0.64,160735.0,111645942.58,5.16,7.04,6.71,6.78,6.4,2.89,3.06,8.98,2.3,4671087105.0,3694639752.0,0.0,0.0,-7.37,15.41
72,002291,遥望科技,21.89,10.0,1.99,1066073.0,2304309740.88,4.47,21.89,21.0,21.8,19.9,1.08,12.64,-131.13,3.86,19950802923.0,18455069314.0,0.0,0.0,42.24,68.38
73,001209,洪兴股份,15.29,10.0,1.39,56283.0,84862766.92,6.4,15.29,14.4,14.5,13.9,6.94,13.97,16.43,1.59,2010982389.0,616001364.0,0.0,0.0,-2.61,12.76
74,601595,上海电影,38.95,10.0,3.54,202258.0,744369374.0,13.16,38.95,34.29,34.99,35.41,0.88,4.51,121.31,10.84,17457390000.0,17457390000.0,0.0,0.0,282.24,255.06
75,002315,焦点科技,37.52,10.0,3.41,339408.0,1257764259.27,6.68,37.52,35.24,35.25,34.11,1.04,17.43,60.1,5.78,11679870831.0,7305024649.0,0.0,0.0,86.3,119.29
76,600329,达仁堂,47.32,10.0,4.3,54207.0,253743273.0,6.09,47.32,44.7,45.8,43.02,1.03,0.96,22.83,5.3,36599326356.0,26776877356.0,0.0,0.0,47.88,62.61
77,600422,昆药集团,23.22,10.0,2.11,282185.0,640105809.0,11.08,23.22,20.88,21.12,21.11,1.72,3.73,33.59,3.44,17603726796.0,17576977078.0,0.04,0.0,34.61,64.45
78,601858,中国科传,45.68,9.99,4.15,337444.0,1500195022.0,8.45,45.68,42.17,43.33,41.53,0.73,4.27,211.21,7.41,36110040000.0,36110040000.0,0.0,0.0,268.39,322.57
79,600551,时代出版,14.53,9.99,1.32,275790.0,387853045.0,11.05,14.53,13.07,13.18,13.21,2.18,5.69,20.28,1.32,7037244735.0,7037244735.0,0.0,0.0,36.18,42.73
80,600639,浦东金桥,12.88,9.99,1.17,489477.0,627966170.0,4.27,12.88,12.38,12.51,11.71,13.05,5.76,2.63,1.01,14456678062.0,10951048735.0,0.0,0.0,10.37,16.04
81,603877,太平鸟,24.77,9.99,2.25,47044.0,113642701.0,8.93,24.77,22.76,22.76,22.52,1.79,1.0,13.58,2.73,11801623425.0,11707938950.0,0.0,0.0,29.01,34.69
82,603556,海兴电力,23.78,9.99,2.16,68060.0,159828153.0,7.72,23.78,22.11,22.11,21.62,2.44,1.39,16.51,1.89,11620906471.0,11620906471.0,0.0,0.0,29.66,35.11
83,601811,新华文轩,21.36,9.99,1.94,361742.0,730466490.0,12.15,21.36,19.0,19.2,19.42,1.27,4.57,33.0,2.08,26354843760.0,16915067304.0,0.0,0.0,107.18,115.32
84,603590,康辰药业,39.64,9.99,3.6,53105.0,207992880.0,8.68,39.64,36.51,37.56,36.04,2.58,3.32,61.77,2.09,6342400000.0,6342400000.0,0.0,0.0,40.27,58.94
85,603533,掌阅科技,27.42,9.99,2.49,170425.0,464761367.0,5.82,27.42,25.97,26.0,24.93,0.96,3.88,451.15,4.66,12034551216.0,12034551216.0,0.0,0.0,58.22,89.23
86,605577,龙版传媒,16.08,9.99,1.46,253351.0,384446428.0,12.18,16.08,14.3,14.46,14.62,1.04,13.45,12.63,2.01,7146666676.0,3028900276.0,0.0,0.0,52.13,61.77
87,002174,游族网络,24.12,9.99,2.19,1089585.0,2546135645.5,7.93,24.12,22.38,23.46,21.93,0.86,11.92,128.89,5.01,22090818144.0,22041079086.0,0.0,0.0,98.52,160.48
88,000989,九 芝 堂,14.43,9.98,1.31,358109.0,497778684.07,10.9,14.43,13.0,13.07,13.12,1.28,5.44,19.08,2.98,12351243233.0,9494803680.0,0.0,0.0,56.0,63.79
89,000338,潍柴动力,12.67,9.98,1.15,1551777.0,1936770631.3,6.51,12.67,11.92,11.92,11.52,5.71,3.07,14.89,1.46,110565474922.0,63962342848.0,0.0,0.0,9.41,24.46
90,603101,汇嘉时代,5.95,9.98,0.54,77033.0,45264567.0,4.62,5.95,5.7,5.75,5.41,3.51,1.64,7.77,2.01,2798880000.0,2798880000.0,0.0,0.0,3.12,-5.85
91,002351,漫步者,22.04,9.98,2.0,584065.0,1254539383.55,8.38,22.04,20.36,20.88,20.04,1.34,11.87,64.29,8.25,19595918280.0,10841638435.0,0.0,0.0,114.4,148.2
92,000719,中原传媒,15.32,9.98,1.39,631939.0,920566545.8,10.48,15.32,13.86,13.86,13.93,1.19,9.47,38.73,1.58,15675481435.0,10220700359.0,0.0,0.0,81.95,90.78
93,601928,凤凰传媒,15.1,9.98,1.37,710783.0,1063438333.0,7.87,15.1,14.02,14.14,13.73,0.91,2.79,19.89,2.17,38427990000.0,38427990000.0,0.0,0.0,87.58,90.66
94,603103,横店影视,17.86,9.98,1.62,110162.0,189849860.0,8.99,17.86,16.4,16.68,16.24,2.61,1.74,18.96,8.56,11326812000.0,11326812000.0,0.0,0.0,26.67,21.17
95,601801,皖新传媒,8.71,9.97,0.79,292247.0,253901370.0,2.02,8.71,8.55,8.61,7.92,0.46,1.47,12.82,1.5,17325973259.0,17325973259.0,0.0,0.0,56.94,67.18
96,002558,巨人网络,17.42,9.97,1.58,1371947.0,2335137212.3,8.02,17.42,16.15,16.49,15.84,1.41,6.84,35.67,2.93,34926002679.0,34926002679.0,0.0,0.0,74.72,118.84
97,603042,华脉科技,13.01,9.97,1.18,119770.0,150140007.0,10.65,13.01,11.75,11.75,11.83,1.89,7.46,-26.47,2.19,2089273818.0,2089273818.0,0.0,0.0,22.74,41.88
98,600020,中原高速,3.75,9.97,0.34,784400.0,292177541.0,6.74,3.75,3.52,3.66,3.41,8.48,3.49,5.46,0.79,8427644370.0,8427644370.0,0.0,0.0,20.97,26.69
99,600180,瑞茂通,6.62,9.97,0.6,417233.0,271174858.0,9.63,6.62,6.04,6.05,6.02,6.27,3.97,8.55,0.91,6963594312.0,6963594312.0,0.0,0.0,9.06,16.96
100,000517,荣安地产,3.09,9.96,0.28,425978.0,130180373.73,4.27,3.09,2.97,2.99,2.81,2.97,1.71,3.79,1.0,9838320479.0,7700238025.0,0.0,0.0,-3.44,4.75
101,600757,长江传媒,10.49,9.96,0.95,88154.0,92474060.0,0.0,10.49,10.49,10.49,9.54,0.17,0.73,8.25,1.44,12731191364.0,12729584610.0,0.0,0.0,81.17,84.04
102,600215,派斯林,6.85,9.95,0.62,189498.0,128859966.0,5.62,6.85,6.5,6.6,6.23,8.44,4.07,17.14,1.88,3185475228.0,3185475228.0,0.0,0.0,-0.44,19.34
103,002027,分众传媒,7.08,9.94,0.64,4822080.0,3392977165.72,4.81,7.08,6.77,6.78,6.44,2.6,3.34,27.16,5.72,102250774060.0,102250774060.0,0.0,0.0,4.42,8.26
104,601333,广深铁路,2.99,9.93,0.27,3580170.0,1057938404.0,6.25,2.99,2.82,2.88,2.72,6.02,6.33,13.07,0.82,21179775630.0,16900188630.0,0.0,0.0,36.53,31.72
105,601086,国芳集团,4.43,9.93,0.4,188741.0,81920962.0,7.94,4.43,4.11,4.13,4.03,3.84,2.83,10.07,1.82,2950380000.0,2950380000.0,0.0,0.0,4.98,-1.56
106,600016,民生银行,3.99,9.92,0.36,5353214.0,2078732013.0,9.37,3.99,3.65,3.66,3.63,6.64,1.51,3.07,0.34,174691849823.0,141493871620.0,0.0,0.0,15.65,15.65
107,002269,美邦服饰,1.78,9.88,0.16,1537712.0,272080977.38,7.41,1.78,1.66,1.67,1.62,5.26,6.12,25.51,15.39,4472250000.0,4472250000.0,0.0,0.0,-7.77,-11.88
108,603027,千禾味业,26.1,9.85,2.34,380300.0,981524514.0,4.76,26.14,25.01,25.01,23.76,2.93,3.97,43.38,10.03,25198730199.0,25017857199.0,-0.04,-0.08,13.63,25.6
109,300001,特锐德,20.28,9.74,1.8,618885.0,1219767462.87,7.58,20.4,19.0,19.01,18.48,1.13,6.02,259.71,3.34,21105613260.0,20846751370.0,-0.15,0.25,18.11,33.33
110,600612,老凤祥,73.85,9.7,6.53,86017.0,628624338.0,4.55,74.05,70.99,71.33,67.32,5.22,2.71,13.49,3.56,38632246871.0,23418546176.0,-0.07,-0.08,56.79,72.55
111,301085,亚康股份,49.55,9.58,4.33,97052.0,473208454.41,11.81,51.14,45.8,47.51,45.22,1.57,30.5,47.28,4.95,3964000000.0,1576741600.0,-0.32,0.61,37.83,77.85
112,300491,通合科技,27.39,9.56,2.39,249782.0,667462931.57,16.8,28.81,24.61,25.38,25.0,1.34,16.23,75.33,4.62,4750883121.0,4214319320.0,0.11,0.33,42.95,98.19
113,603278,大业股份,8.5,9.54,0.74,171590.0,144876743.0,7.09,8.54,7.99,7.99,7.76,7.99,5.95,18.38,1.5,2463403505.0,2450511130.0,-0.35,-0.23,12.88,23.55
114,300770,新媒股份,53.79,9.42,4.63,192033.0,990124024.68,14.38,54.87,47.8,49.5,49.16,1.6,8.31,18.23,3.42,12428617673.0,12428508749.0,0.07,0.35,34.85,42.83
115,603778,乾景园林,5.77,9.28,0.49,471201.0,265375906.0,10.61,5.81,5.25,5.28,5.28,2.38,7.33,79.88,3.6,3709285709.0,3709285709.0,-0.17,0.17,-18.85,-16.62
116,600461,洪城环境,8.17,9.22,0.69,401521.0,319430795.0,10.29,8.23,7.46,7.48,7.48,3.96,4.22,7.65,1.25,8906216764.0,7770968826.0,-0.37,-0.24,15.56,17.55
117,601601,中国太保,34.08,9.2,2.87,787196.0,2606817051.0,11.15,34.2,30.72,31.5,31.21,1.73,1.15,7.05,1.32,327861236786.0,233279012786.0,0.32,0.32,33.65,38.99
118,688018,乐鑫科技,127.54,9.2,10.74,21431.0,268203886.0,8.3,128.58,118.88,119.46,116.8,1.91,2.65,82.8,5.55,10296458141.0,10296458141.0,0.0,-0.2,11.36,41.48
119,600350,山东高速,7.88,9.14,0.66,376312.0,290143811.0,7.06,7.91,7.4,7.4,7.22,2.64,0.78,11.73,1.26,38038433972.0,38038433972.0,0.0,0.13,33.79,38.49
120,688611,杭州柯林,53.05,9.11,4.43,10742.0,55716010.0,7.71,53.28,49.53,50.13,48.62,6.08,7.69,56.89,3.58,2965495000.0,741373750.0,0.44,-0.38,11.85,22.35
121,300235,方直科技,21.38,9.08,1.78,348138.0,709001567.35,14.69,21.88,19.0,19.1,19.6,1.36,25.93,76.94,5.17,3588228704.0,2870877794.0,0.09,0.52,70.22,105.97
122,002893,京能热力,9.68,9.01,0.8,207090.0,196841619.98,8.11,9.77,9.05,9.1,8.88,8.79,10.28,2.89,2.36,1963104000.0,1950546775.0,-0.41,-0.51,4.88,14.56
123,601999,出版传媒,8.61,8.99,0.71,545927.0,449885446.0,10.51,8.64,7.81,7.82,7.9,1.55,9.91,-281.8,1.94,4743375567.0,4743375567.0,0.12,1.06,26.8,31.45
124,600728,佳都科技,7.65,8.97,0.63,1387405.0,1046970386.0,8.55,7.68,7.08,7.14,7.02,3.98,7.99,3.05,1.9,16480636472.0,13290554740.0,-0.13,0.0,26.66,44.89
125,300396,迪瑞医疗,38.2,8.93,3.13,44217.0,163221003.0,10.66,38.51,34.77,34.85,35.07,1.33,1.74,33.82,5.25,10512957060.0,9711404512.0,-0.49,-0.73,33.94,55.22
126,300853,申昊科技,35.0,8.83,2.84,116813.0,391186082.55,9.95,35.28,32.08,32.13,32.16,2.51,12.55,22.56,4.1,5142922820.0,3258882620.0,-0.28,-0.34,21.57,58.8
127,002517,恺英网络,18.15,8.81,1.47,1404562.0,2421354265.28,10.67,18.34,16.56,16.96,16.68,1.1,7.37,33.7,8.16,39068195057.0,34607900910.0,-0.93,-0.98,114.79,176.68
128,300773,拉卡拉,18.44,8.79,1.49,602362.0,1077075400.38,10.38,18.64,16.88,16.91,16.95,1.96,7.95,14.3,4.09,14752368800.0,13966340750.0,-0.11,-0.11,0.88,9.24
129,600072,中船科技,22.92,8.68,1.83,1363798.0,3067248693.0,10.43,23.2,21.0,21.0,21.09,1.2,18.52,242.04,4.18,16874847318.0,16874847318.0,-0.09,-0.48,81.47,92.61
130,002760,凤形股份,27.7,8.63,2.2,115912.0,310449697.66,10.04,27.86,25.3,25.43,25.5,3.31,13.17,55.21,2.99,2991287156.0,2437071761.0,0.0,-0.14,19.4,35.12
131,601298,青岛港,7.78,8.51,0.61,717639.0,541735463.0,10.6,7.87,7.11,7.19,7.17,3.75,1.33,10.03,1.31,50500758000.0,41950343500.0,0.26,0.0,37.21,38.68
132,000860,顺鑫农业,37.55,8.49,2.94,229030.0,848820773.56,8.21,38.06,35.22,35.39,34.61,1.51,3.09,21.24,3.76,27853350437.0,27853350437.0,-0.27,-0.03,32.92,25.92
133,301277,新天地,35.09,8.44,2.73,80767.0,276792381.59,9.55,35.59,32.5,32.59,32.36,1.49,25.53,25.04,3.5,4679602400.0,1110204509.0,0.11,0.14,6.62,21.54
134,000997,新 大 陆,17.33,8.38,1.34,462384.0,799387121.72,4.32,17.59,16.9,17.0,15.99,3.36,4.51,14.95,3.04,17885650698.0,17786838747.0,-0.06,0.0,18.13,33.21
135,300461,田中精机,22.82,8.36,1.76,62051.0,138559894.97,8.59,22.87,21.06,21.08,21.06,1.86,7.78,414.99,5.48,3651713267.0,1820053257.0,0.18,0.31,55.24,66.21
136,300469,信息发展,22.1,8.33,1.7,103975.0,228308223.84,11.62,22.98,20.61,20.71,20.4,1.57,5.41,-62.19,65.58,4533491810.0,4250836257.0,0.09,-0.05,47.24,80.85
137,601921,浙版传媒,10.83,8.19,0.82,697971.0,735684990.0,8.79,11.0,10.12,10.13,10.01,1.27,16.53,41.29,1.87,24066666675.0,4572663848.0,-0.18,0.37,43.25,46.35
