序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
321,600518,ST康美,2.23,5.19,0.11,1374343.0,305980186.0,2.36,2.23,2.18,2.23,2.12,2.61,1.01,-153.33,4.48,30916422719.0,30356829674.0,0.0,0.0,3.24,1.36
322,600717,天津港,5.07,5.19,0.25,1242457.0,616964391.0,7.68,5.12,4.75,4.84,4.82,2.84,4.29,13.1,0.8,14672585263.0,14672585263.0,0.0,0.2,21.58,23.66
323,688533,上声电子,42.39,5.19,2.09,28177.0,118421363.0,4.99,42.63,40.62,40.97,40.3,1.68,7.04,56.65,5.98,6782400000.0,1695600000.0,-0.02,0.05,-34.32,-26.15
324,002873,新天药业,14.42,5.18,0.71,91659.0,129473065.33,6.64,14.48,13.57,13.66,13.71,1.73,4.11,33.33,2.95,3345143424.0,3216862960.0,0.0,0.0,-2.04,-0.41
325,601816,京沪高铁,5.71,5.16,0.28,4308821.0,2441561972.0,7.0,5.82,5.44,5.45,5.43,3.44,0.88,31.49,1.51,280398027129.0,280398027129.0,0.0,0.18,19.46,16.06
326,002776,*ST柏龙,2.66,5.14,0.13,21182.0,5620460.43,2.37,2.66,2.6,2.6,2.53,0.58,0.39,-22.71,-2.13,1431051022.0,1431051022.0,0.0,0.0,-13.36,-12.79
327,600916,中国黄金,12.7,5.13,0.62,519449.0,656808424.0,4.64,12.88,12.32,12.32,12.08,2.74,6.32,17.78,2.96,21336000000.0,10441305000.0,0.0,0.0,-1.55,0.47
328,002024,ST易购,2.05,5.13,0.1,198982.0,40751770.25,0.51,2.05,2.04,2.04,1.95,1.2,0.25,-47.41,1.19,19085581293.0,16161081762.0,0.0,0.0,-10.48,-9.29
329,000966,长源电力,5.75,5.12,0.28,926949.0,525154177.65,8.41,5.84,5.38,5.39,5.47,1.44,7.09,17.84,1.61,15808634269.0,7520719981.0,0.0,0.17,16.16,24.19
330,002485,*ST雪发,4.11,5.12,0.2,6453.0,2652072.03,0.0,4.11,4.11,4.11,3.91,0.47,0.12,9.26,1.55,2235840000.0,2235840000.0,0.0,0.0,29.65,33.44
331,600568,ST中珠,1.85,5.11,0.09,181542.0,33253513.0,3.98,1.85,1.78,1.78,1.76,2.21,1.16,-33.12,1.33,3686808910.0,2895154333.0,0.0,0.0,-1.07,-1.6
332,600303,ST曙光,4.73,5.11,0.23,67481.0,31893663.0,1.56,4.73,4.66,4.72,4.5,0.33,1.0,-11.14,1.54,3195607918.0,3195607918.0,0.0,0.0,-21.3,-22.59
333,835305,云创数据,13.99,5.11,0.68,22354.0,29925264.53,8.56,14.02,12.88,13.35,13.31,0.85,3.49,-41.57,2.17,1851941989.0,895487659.0,-0.21,0.43,10.51,36.49
334,873167,新赣江,9.67,5.11,0.47,9539.0,9114715.12,5.33,9.71,9.22,9.24,9.2,5.11,4.85,10.27,1.49,685228288.0,189990842.0,0.0,0.1,-4.26,-4.26
335,600136,*ST明诚,2.47,5.11,0.12,81669.0,19762216.0,4.68,2.47,2.36,2.41,2.35,0.47,1.68,-1.82,-0.3,1440240014.0,1198831014.0,0.0,0.0,-18.21,37.99
336,300948,冠中生态,14.02,5.1,0.68,41265.0,57498887.16,7.72,14.27,13.24,13.32,13.34,2.58,5.92,73.1,2.31,1962940200.0,976633200.0,0.14,0.0,5.65,13.8
337,002622,皓宸医疗,3.3,5.1,0.16,205935.0,67427186.0,6.05,3.32,3.13,3.14,3.14,2.12,2.45,-980.1,4.85,2772000000.0,2771918325.0,0.0,0.0,-16.03,-10.81
338,600239,ST云城,2.27,5.09,0.11,218869.0,49101310.0,5.09,2.27,2.16,2.17,2.16,0.93,1.36,5.93,2.25,3644909283.0,3644909283.0,0.0,0.0,17.62,17.62
339,605580,恒盛能源,15.08,5.09,0.73,29575.0,44134918.0,7.32,15.28,14.23,14.24,14.35,1.56,5.79,27.21,3.8,3016000000.0,770738800.0,0.0,0.0,17.45,24.94
340,002742,ST三圣,3.72,5.08,0.18,33449.0,12268268.5,4.52,3.72,3.56,3.56,3.54,0.51,0.81,-11.67,2.1,1607040000.0,1533529262.0,0.0,0.0,-16.78,-18.06
341,000663,永安林业,9.52,5.08,0.46,127015.0,119682714.95,4.3,9.55,9.16,9.22,9.06,3.25,4.15,14.79,3.33,3205231004.0,2915957274.0,0.0,0.21,0.74,14.84
342,601000,唐山港,4.15,5.06,0.2,2010414.0,836677778.0,10.89,4.35,3.92,3.96,3.95,2.81,3.39,11.91,1.25,24592603748.0,24592603748.0,0.24,0.0,46.64,51.46
343,000008,神州高铁,2.49,5.06,0.12,845164.0,210337320.68,8.44,2.57,2.37,2.38,2.37,3.27,3.21,-51.32,1.56,6763780431.0,6548884380.0,0.0,0.4,2.05,8.26
344,300109,新开源,25.79,5.05,1.24,76996.0,196971896.19,6.48,25.95,24.36,24.46,24.55,1.41,2.89,17.41,2.57,8353518641.0,6869616149.0,0.08,0.27,-2.31,6.57
345,000004,ST国华,11.03,5.05,0.53,55155.0,60800084.96,0.86,11.03,10.94,11.03,10.5,1.47,4.64,-49.32,4.25,1465313528.0,1311652889.0,0.0,0.0,8.56,13.95
346,603587,地素时尚,16.67,5.04,0.8,58946.0,97291994.0,5.73,16.75,15.84,15.87,15.87,3.16,1.23,12.19,2.15,8019563592.0,7969503582.0,0.0,-0.18,4.19,9.53
347,301102,兆讯传媒,38.8,5.04,1.86,23956.0,91996774.44,9.66,39.98,36.41,36.89,36.94,1.76,4.87,30.8,2.61,7760000000.0,1907197665.0,0.08,-0.03,1.31,5.58
348,688626,翔宇医疗,47.8,5.03,2.29,23059.0,109049144.0,7.54,48.43,45.0,45.5,45.51,1.29,4.39,50.57,3.9,7648000000.0,2509920640.0,0.34,0.19,27.71,49.94
349,000571,ST大洲,2.3,5.02,0.11,318079.0,73018797.49,1.83,2.3,2.26,2.3,2.19,3.04,3.91,-23.85,5.14,1872347200.0,1872279580.0,0.0,0.0,-4.56,-1.71
350,301235,华康医疗,35.39,5.01,1.69,21379.0,74643389.39,6.35,35.65,33.51,33.7,33.7,1.16,4.26,-53.98,2.27,3737184000.0,1774574572.0,0.11,-0.03,-7.5,-1.06
351,300314,戴维医疗,20.95,5.01,1.0,87778.0,182932935.11,8.97,21.5,19.71,19.75,19.95,1.17,4.64,30.16,5.66,6033600000.0,3966979876.0,0.38,0.72,47.64,61.4
352,600936,广西广电,4.4,5.01,0.21,244881.0,106236441.0,5.49,4.4,4.17,4.17,4.19,1.72,1.47,-15.44,3.48,7352515452.0,7352515452.0,0.46,0.23,-6.98,21.55
353,603117,ST万林,3.36,5.0,0.16,36586.0,12076715.0,4.38,3.36,3.22,3.29,3.2,0.77,0.58,-3779.31,1.55,2127365527.0,2127365527.0,0.0,0.0,8.74,20.86
354,300480,光力科技,22.05,5.0,1.05,87773.0,193578167.89,7.43,22.86,21.3,21.43,21.0,1.85,3.58,88.47,5.46,7748538440.0,5410250137.0,0.23,0.14,23.6,44.88
355,000415,渤海租赁,2.31,5.0,0.11,699102.0,159989218.53,5.91,2.32,2.19,2.2,2.2,1.93,1.3,14.54,0.52,14286244161.0,12457227402.0,0.0,0.43,0.0,4.52
356,600928,西安银行,3.8,4.97,0.18,550500.0,205447687.0,5.52,3.8,3.6,3.62,3.62,2.87,1.63,6.42,0.56,16888888891.0,12834102653.0,0.53,0.26,8.88,7.95
357,603133,*ST碳元,7.82,4.97,0.37,107862.0,84315016.0,1.48,7.82,7.71,7.82,7.45,0.62,5.16,-40.52,6.04,1635828264.0,1635828264.0,0.0,0.0,-35.05,-35.0
358,600590,泰豪科技,6.56,4.96,0.31,186568.0,121596105.0,7.04,6.64,6.2,6.23,6.25,3.05,2.21,22.26,1.56,5594825560.0,5533816071.0,-0.3,-0.15,1.55,12.91
359,301070,开勒股份,33.27,4.95,1.57,5855.0,19073591.0,5.93,33.39,31.51,31.69,31.7,0.7,1.67,-108.46,2.76,2147751504.0,1165976428.0,0.06,0.09,26.84,42.91
360,603007,ST花王,5.3,4.95,0.25,62744.0,32944331.0,4.75,5.3,5.06,5.07,5.05,1.04,1.85,-18.31,6.88,1793439392.0,1793439392.0,0.0,0.0,19.64,36.25
361,002799,环球印务,12.31,4.94,0.58,51814.0,62746486.88,7.25,12.56,11.71,11.76,11.73,2.75,2.06,34.28,2.44,3939692400.0,3102068298.0,-0.08,0.0,-9.29,-15.28
362,600566,济川药业,33.11,4.94,1.56,144873.0,476946595.0,7.54,33.8,31.42,31.55,31.55,1.55,1.58,11.27,2.54,30521531718.0,30320421578.0,-0.03,0.0,13.82,21.64
363,300459,汤姆猫,9.13,4.94,0.43,5725791.0,5183754381.71,10.8,9.47,8.53,8.8,8.7,0.92,19.08,78.51,8.03,32099353873.0,27397150689.0,-0.11,-0.33,157.91,189.84
364,002177,*ST御银,3.61,4.94,0.17,230489.0,82314720.91,4.36,3.61,3.46,3.49,3.44,1.03,3.03,62.06,1.62,2747900571.0,2747900571.0,0.0,0.0,14.24,16.08
365,603001,ST奥康,6.17,4.93,0.29,59037.0,35635929.0,3.74,6.17,5.95,5.98,5.88,1.44,1.47,15.14,0.83,2474046600.0,2474046600.0,0.0,0.0,-8.05,-4.04
366,002276,万马股份,11.3,4.92,0.53,716051.0,801021816.23,4.55,11.43,10.94,10.99,10.77,2.38,6.92,31.9,2.34,11701026807.0,11698897469.0,0.0,0.0,23.36,36.97
367,600381,青海春天,9.17,4.92,0.43,166757.0,151146805.0,7.09,9.36,8.74,8.74,8.74,1.22,2.84,-46.86,3.58,5383346995.0,5383346995.0,0.11,-0.11,-19.21,-25.51
368,600976,健民集团,69.61,4.91,3.26,50280.0,342659525.0,8.88,71.0,65.11,66.0,66.35,1.69,3.3,26.81,5.44,10678076546.0,10608410788.0,0.01,-0.11,16.7,40.09
369,000809,ST新城,4.06,4.91,0.19,54813.0,22191813.15,2.58,4.06,3.96,3.99,3.87,0.5,0.66,-27.51,1.18,3348652650.0,3348652650.0,0.0,0.0,28.89,40.48
370,688090,瑞松科技,28.95,4.89,1.35,17498.0,49795765.0,5.69,29.06,27.49,27.49,27.6,1.79,2.6,47.2,2.22,1950089023.0,1950089023.0,-0.17,-0.1,3.47,18.65
371,600535,天士力,15.88,4.89,0.74,292781.0,462334972.0,7.66,16.25,15.09,15.17,15.14,1.38,1.95,22.38,1.9,23815238064.0,23815238064.0,0.0,0.25,35.96,47.58
372,600822,上海物贸,8.6,4.88,0.4,107590.0,91191396.0,7.32,8.74,8.14,8.28,8.2,3.77,2.72,7.62,3.7,4265367060.0,3406872009.0,0.23,0.0,4.5,4.12
373,601398,工商银行,4.95,4.87,0.23,7289708.0,3541568882.0,5.93,4.96,4.68,4.7,4.72,2.26,0.27,4.89,0.55,1764210972591.0,1334580452068.0,0.2,0.2,15.12,14.06
374,000862,银星能源,7.77,4.86,0.36,431900.0,330647443.4,7.83,7.89,7.31,7.34,7.41,1.35,8.61,25.86,1.87,5486544607.0,3895511955.0,0.0,-0.26,14.77,21.98
375,000416,*ST民控,2.59,4.86,0.12,298068.0,75721389.88,4.45,2.59,2.48,2.51,2.47,0.76,5.61,-532.32,1.61,1377547169.0,1376950444.0,0.0,0.0,-38.48,-32.55
376,000753,漳州发展,4.32,4.85,0.2,248083.0,106737299.19,8.5,4.42,4.07,4.08,4.12,1.64,2.5,61.66,1.63,4283198227.0,4283198227.0,-0.23,0.0,-3.14,8.27
377,600729,重庆百货,31.0,4.84,1.43,59114.0,180194985.0,5.82,31.1,29.38,29.57,29.57,2.04,1.47,6.65,2.24,12602382415.0,12455690415.0,-0.03,-0.03,26.22,31.08
378,002052,ST同洲,2.17,4.83,0.1,5598.0,1214772.51,0.0,2.17,2.17,2.17,2.07,0.05,0.08,-96.35,20.08,1618732536.0,1618732536.0,0.0,0.0,24.0,-16.22
379,601991,大唐发电,3.26,4.82,0.15,1775142.0,571284475.0,6.43,3.29,3.09,3.11,3.11,1.33,1.43,110.14,2.16,60331876243.0,40411250486.0,0.31,0.0,12.8,16.85
380,002581,未名医药,20.44,4.82,0.94,128085.0,260340259.5,6.05,20.68,19.5,19.51,19.5,1.46,3.2,-156.76,5.73,13484995378.0,8192171331.0,0.05,-0.05,32.81,29.78
381,002536,飞龙股份,10.92,4.8,0.5,234325.0,250422786.42,7.39,11.02,10.25,10.3,10.42,1.36,4.97,20.16,2.31,5467773009.0,5144661544.0,0.0,0.09,9.2,45.79
382,688211,中科微至,48.08,4.8,2.2,34612.0,164266307.0,5.97,48.42,45.68,45.95,45.88,3.03,5.4,49.96,1.76,6327746200.0,3083019320.0,0.12,0.21,7.8,15.55
383,600861,北京城乡,25.37,4.79,1.16,41283.0,103692779.0,6.28,25.68,24.16,24.45,24.21,2.01,1.3,-98.27,2.72,11951077257.0,8037341556.0,0.04,-0.35,16.38,15.48
384,688272,*ST富吉,20.8,4.79,0.95,12677.0,26153221.0,6.3,21.2,19.95,20.0,19.85,0.9,5.24,-20.66,2.8,1580800000.0,503010810.0,-0.43,-0.34,-9.84,7.22
385,603767,中马传动,7.27,4.76,0.33,63079.0,45392609.0,5.48,7.34,6.96,6.97,6.94,2.6,2.05,69.57,1.52,2235125150.0,2235125150.0,0.14,0.14,-9.69,1.54
386,600883,博闻科技,7.51,4.74,0.34,47510.0,35406193.0,5.3,7.55,7.17,7.17,7.17,2.49,2.01,16.38,2.09,1773020880.0,1773020880.0,0.27,0.13,-6.36,3.87
387,002238,天威视讯,7.99,4.72,0.36,180499.0,141440668.65,5.77,8.01,7.57,7.58,7.63,1.59,2.25,85.54,2.76,6412447688.0,6412447688.0,0.13,0.0,-2.92,20.88
388,300286,安科瑞,36.0,4.71,1.62,29983.0,106030406.36,7.27,36.3,33.8,33.8,34.38,1.56,1.72,46.21,6.69,7729780500.0,6287062464.0,0.28,0.03,-17.81,21.87
389,002274,华昌化工,8.0,4.71,0.36,129791.0,102961074.04,5.89,8.1,7.65,7.68,7.64,2.64,1.38,9.27,1.46,7618917168.0,7503993040.0,0.0,0.0,-1.23,9.74
390,000761,本钢板材,4.23,4.7,0.19,353042.0,147385703.27,6.93,4.28,4.0,4.08,4.04,2.9,0.95,91.42,0.97,17377741959.0,15685741959.0,-0.47,-0.47,35.58,43.39
391,300044,赛为智能,4.01,4.7,0.18,591795.0,232345810.22,7.83,4.07,3.77,3.79,3.83,1.77,8.84,-39.46,3.94,3088346524.0,2683771954.0,-0.25,0.25,-27.22,41.7
392,300945,曼卡龙,14.49,4.7,0.65,91239.0,133018892.99,4.41,14.89,14.28,14.37,13.84,2.86,11.92,27.85,3.54,2964335220.0,1108701350.0,0.07,0.21,-1.09,-2.36
393,603598,引力传媒,11.38,4.69,0.51,334571.0,374482969.0,7.27,11.59,10.8,11.01,10.87,1.71,12.49,87.82,19.78,3048279802.0,3048279802.0,0.09,0.09,10.38,22.63
394,601288,农业银行,3.58,4.68,0.16,7483261.0,2634857143.0,5.85,3.6,3.4,3.41,3.42,1.44,0.25,4.38,0.55,1252939261265.0,1071438646878.0,-0.28,-0.28,23.02,23.02
395,002362,汉王科技,26.06,4.66,1.16,247745.0,639908323.86,5.66,26.35,24.94,24.95,24.9,1.51,11.97,-53.25,4.68,6370488075.0,5391769594.0,-0.11,0.08,-3.34,67.8
396,601827,三峰环境,7.87,4.65,0.35,155124.0,121137755.0,4.39,7.88,7.55,7.57,7.52,2.7,1.94,9.44,1.32,13207969160.0,6293961670.0,0.0,-0.13,16.08,22.4
397,601929,吉视传媒,2.25,4.65,0.1,1189419.0,265096144.0,5.12,2.26,2.15,2.15,2.15,1.43,3.6,890.46,1.11,7427914488.0,7427914488.0,0.0,0.0,10.84,15.98
398,000031,大悦城,3.83,4.64,0.17,302058.0,114355934.38,3.83,3.84,3.7,3.72,3.66,1.72,0.75,23.95,1.05,16416580088.0,15331057857.0,0.26,0.0,2.96,1.86
399,688139,海尔生物,72.23,4.62,3.19,21853.0,157715361.0,7.82,73.49,68.09,68.8,69.04,0.99,0.69,41.75,5.52,22965709653.0,22965709653.0,-0.01,-0.22,1.18,14.11
400,833943,优机股份,9.29,4.62,0.41,11931.0,10793723.1,10.81,9.37,8.41,8.88,8.88,1.35,6.9,12.65,1.4,725487389.0,160582955.0,-0.11,0.0,17.74,27.43
401,000778,新兴铸管,4.76,4.62,0.21,831731.0,390711096.23,6.59,4.79,4.49,4.53,4.55,1.81,2.13,13.92,0.76,18992679774.0,18545503911.0,-0.21,0.0,25.26,30.41
402,300188,美亚柏科,23.59,4.61,1.04,724890.0,1707178390.26,8.25,24.44,22.58,23.0,22.55,1.42,10.01,-30.28,4.99,20275069743.0,17084952642.0,0.0,0.04,58.53,83.44
403,835179,凯德石英,24.3,4.61,1.07,15799.0,38132379.53,9.94,24.93,22.62,23.23,23.23,1.08,3.6,36.05,2.7,1822500000.0,1067006682.0,0.08,0.08,20.78,29.95
404,300197,节能铁汉,2.73,4.6,0.12,773037.0,211107064.32,8.81,2.8,2.57,2.59,2.61,0.91,3.88,97.77,1.39,7706443459.0,5432216121.0,-0.36,0.0,17.67,20.26
405,603998,方盛制药,14.34,4.6,0.63,129310.0,183894197.0,6.2,14.56,13.71,13.75,13.71,1.06,3.01,24.75,4.7,6316069061.0,6158022185.0,0.07,0.0,63.7,79.03
406,300280,紫天科技,29.37,4.59,1.29,233516.0,666412052.29,8.58,29.5,27.09,28.86,28.08,1.58,14.55,18.78,1.92,4759870901.0,4713126344.0,0.24,0.51,64.17,79.52
407,603608,天创时尚,4.34,4.58,0.19,72513.0,31274284.0,8.19,4.43,4.09,4.13,4.15,1.97,1.73,-33.85,1.49,1821495509.0,1821495509.0,0.23,0.23,-5.03,-0.91
408,002104,恒宝股份,8.91,4.58,0.39,423770.0,379957335.05,4.46,9.18,8.8,8.8,8.52,1.89,7.16,45.54,3.13,6242783962.0,5275813961.0,0.0,0.22,1.71,20.24
409,688567,孚能科技,22.42,4.57,0.98,102760.0,229261689.0,6.95,22.78,21.29,21.42,21.44,1.64,1.27,-19.41,2.33,27300304014.0,18208299352.0,0.0,-0.09,-12.93,-17.06
410,300937,药易购,31.88,4.56,1.39,46279.0,145897753.56,5.61,32.2,30.49,30.71,30.49,1.19,11.26,24.1,3.61,3049853822.0,1310637234.0,-0.06,-0.06,8.55,10.46
411,002749,国光股份,9.64,4.56,0.42,88005.0,84454429.41,4.77,9.81,9.37,9.37,9.22,4.97,2.2,19.24,2.81,4197859300.0,3859612696.0,0.0,0.0,1.05,8.68
412,601519,大智慧,7.82,4.55,0.34,1063252.0,824140225.0,5.61,7.97,7.55,7.6,7.48,2.46,5.31,13.06,8.32,15920504964.0,15670228992.0,-0.13,0.0,4.97,36.0
413,600831,广电网络,6.67,4.55,0.29,284017.0,185404177.0,6.43,6.68,6.27,6.3,6.38,1.14,4.0,158.28,1.25,4739099479.0,4739099479.0,-0.15,0.0,8.46,13.44
414,300108,*ST吉药,2.07,4.55,0.09,397838.0,83108139.5,8.08,2.18,2.02,2.02,1.98,1.21,6.06,-17.04,24.35,1378650375.0,1359078008.0,0.0,-0.48,-1.9,6.7
415,002603,以岭药业,32.9,4.54,1.43,694054.0,2256879533.42,7.75,33.29,30.85,31.2,31.47,1.12,5.04,11.43,4.53,54966206870.0,45277769436.0,-0.03,0.03,12.1,9.81
416,000887,中鼎股份,12.21,4.54,0.53,261127.0,316068235.54,3.42,12.23,11.83,11.88,11.68,1.64,1.99,15.32,1.41,16074339811.0,16042686326.0,0.0,0.16,-23.83,-15.62
417,300922,天秦装备,18.03,4.52,0.78,85301.0,153142937.67,10.38,18.77,16.98,16.98,17.25,0.68,9.94,88.98,3.24,2827305936.0,1546539928.0,-0.06,-0.06,19.25,31.41
418,002624,完美世界,22.91,4.52,0.99,1532382.0,3396985930.95,10.81,23.5,21.13,22.0,21.92,1.1,8.39,46.05,4.74,44444676136.0,41864838036.0,-0.04,0.09,58.33,80.11
419,002741,光华科技,16.72,4.5,0.72,101567.0,169497726.25,6.88,17.2,16.1,16.1,16.0,2.28,3.01,-8.85,4.2,6666957178.0,5640967483.0,0.0,0.18,-22.74,-7.37
420,002089,*ST新海,0.93,4.49,0.04,631611.0,58315869.62,3.37,0.93,0.9,0.91,0.89,0.81,5.02,33.4,1.29,1278442743.0,1170968541.0,0.0,0.0,-34.51,-56.13
421,300534,陇神戎发,11.4,4.49,0.49,342309.0,384368988.12,8.8,11.6,10.64,10.81,10.91,1.07,11.38,43.22,5.86,3458133000.0,3430234304.0,0.0,0.0,18.5,28.52
422,600537,亿晶光电,7.03,4.46,0.3,904310.0,634424370.0,4.01,7.15,6.88,6.93,6.73,2.26,7.69,16.56,3.22,8385800654.0,8269805654.0,0.14,0.29,-16.8,25.99
423,600615,丰华股份,8.24,4.44,0.35,26412.0,21815071.0,6.59,8.42,7.9,7.9,7.89,2.19,1.41,-121.07,2.46,1549288986.0,1546025946.0,0.37,0.37,-14.43,-7.62
424,002445,中南文化,2.59,4.44,0.11,804137.0,204877726.37,5.24,2.6,2.47,2.47,2.48,2.12,3.38,25.26,3.11,6194420977.0,6167923133.0,0.39,0.0,2.78,5.28
425,000014,沙河股份,10.14,4.43,0.43,274789.0,277777005.56,5.77,10.37,9.81,9.98,9.71,6.27,11.35,3.8,1.85,2454348711.0,2454348711.0,-0.1,-0.2,-5.41,-0.49
426,301068,大地海洋,38.28,4.42,1.62,9330.0,35175574.0,6.25,38.4,36.11,36.11,36.66,2.27,2.35,182.27,4.07,3215520000.0,1517652440.0,-0.05,0.29,28.8,55.86
427,300503,昊志机电,8.99,4.41,0.38,84287.0,74797221.0,5.81,9.03,8.53,8.55,8.61,1.1,3.87,-56.17,2.13,2751594796.0,1956790550.0,-0.11,0.22,-5.86,10.04
428,000998,隆平高科,15.9,4.4,0.67,340677.0,535810630.1,4.79,15.97,15.24,15.26,15.23,2.86,2.63,30.69,3.95,20939827738.0,20606157000.0,0.0,0.0,-14.15,-1.06
429,000523,广州浪奇,3.34,4.38,0.14,144765.0,48045375.25,5.63,3.38,3.2,3.21,3.2,2.8,1.05,403.7,3.92,6130464660.0,4598652086.0,-0.3,0.0,-3.75,-13.02
430,002862,实丰文化,18.15,4.37,0.76,20696.0,37176427.0,4.03,18.17,17.47,17.77,17.39,0.75,2.3,181.45,4.58,2178000000.0,1636714056.0,0.06,0.0,13.58,23.72
431,000607,华媒控股,6.21,4.37,0.26,525784.0,321589773.74,5.55,6.25,5.92,5.96,5.95,1.63,5.94,433.8,4.03,6319907126.0,5495339501.0,0.16,0.32,13.94,15.0
432,603958,哈森股份,6.47,4.35,0.27,46388.0,29827248.0,5.65,6.55,6.2,6.22,6.2,3.5,2.11,-29.41,1.79,1432199200.0,1419259200.0,0.31,-0.15,-4.15,0.31
433,603356,华菱精工,13.18,4.35,0.55,28209.0,36731939.0,5.3,13.2,12.53,12.64,12.63,1.11,2.12,-510.15,2.27,1757421200.0,1757421200.0,0.38,0.23,-15.3,-1.64
434,600015,华夏银行,6.01,4.34,0.25,1105260.0,651750887.0,5.9,6.02,5.68,5.73,5.76,2.16,0.86,4.08,0.36,95648720093.0,77064346785.0,0.17,0.33,16.47,15.8
435,688190,云路股份,77.9,4.33,3.23,14291.0,112669925.0,5.56,81.27,77.12,78.3,74.67,2.13,2.59,31.82,4.47,9348000000.0,4293536400.0,-0.24,-0.2,-16.35,-11.36
436,603888,新华网,32.65,4.31,1.35,387723.0,1224607047.0,11.15,33.17,29.68,30.88,31.3,1.4,7.47,164.1,5.14,16946308604.0,16946308604.0,0.0,-0.03,72.39,87.86
437,600512,腾达建设,2.91,4.3,0.12,1002869.0,291742895.0,6.09,2.98,2.81,2.82,2.79,5.21,6.27,8.87,0.75,4652807241.0,4652807241.0,0.34,0.0,6.59,13.67
438,603365,水星家纺,15.05,4.3,0.62,41142.0,61369212.0,5.06,15.09,14.36,14.39,14.43,2.42,1.54,11.99,1.41,4013383500.0,4013383500.0,-0.07,0.0,7.73,14.71
439,600269,赣粤高速,3.91,4.27,0.16,725051.0,280963260.0,4.53,3.93,3.76,3.79,3.75,2.19,3.1,5.39,0.53,9131441425.0,9131441425.0,-0.26,-0.26,13.99,15.34
440,002231,奥维通信,6.85,4.26,0.28,172113.0,116106264.7,6.54,6.88,6.45,6.6,6.57,1.77,5.84,266.33,6.75,2375922616.0,2019503416.0,0.15,0.29,-21.26,-17.17
441,300693,盛弘股份,58.49,4.26,2.39,156165.0,916945701.96,5.42,60.33,57.29,57.29,56.1,1.24,9.44,48.26,10.41,12084507360.0,9675263843.0,0.02,-0.05,-12.83,7.76
442,002659,凯文教育,4.65,4.26,0.19,186547.0,85297200.0,4.93,4.67,4.45,4.49,4.46,1.37,3.17,-65.53,1.24,2782003786.0,2735555098.0,0.0,0.22,-10.58,2.2
443,000605,渤海股份,6.12,4.26,0.25,79157.0,48159763.4,4.6,6.16,5.89,5.89,5.87,3.1,2.34,39.47,1.02,2158270632.0,2066379371.0,0.33,0.16,-6.28,1.16
444,601022,宁波远洋,11.28,4.25,0.46,84795.0,94919554.0,8.5,11.65,10.73,10.82,10.82,2.26,6.48,23.52,2.78,14761384008.0,1476138408.0,-0.09,0.0,-13.7,-16.44
445,871694,中裕科技,12.28,4.24,0.5,15634.0,18965453.98,7.22,12.37,11.52,11.52,11.78,0.72,7.7,10.87,1.91,1233875980.0,249347131.0,0.41,0.33,-38.54,-38.54
446,300815,玉禾田,19.67,4.24,0.8,107029.0,208088148.13,5.88,19.75,18.64,18.71,18.87,1.38,3.31,11.68,1.89,6533587200.0,6356557200.0,0.15,0.31,21.87,29.15
447,002483,润邦股份,5.41,4.24,0.22,174441.0,93886658.71,5.2,5.47,5.2,5.23,5.19,2.46,1.97,30.27,1.18,5097782056.0,4789206823.0,0.19,0.0,-2.52,7.55
448,600023,浙能电力,4.68,4.23,0.19,1108465.0,517654137.0,6.24,4.75,4.47,4.49,4.49,1.42,0.83,15.52,1.0,62752869265.0,62752869265.0,0.21,0.21,30.36,34.1
449,300206,理邦仪器,16.26,4.23,0.66,176277.0,283428239.79,5.19,16.34,15.53,15.66,15.6,1.41,5.18,16.84,5.05,9458797216.0,5535522937.0,-0.06,-0.12,33.94,37.56
450,688690,纳微科技,44.19,4.22,1.79,42726.0,186674187.0,6.58,44.84,42.05,42.7,42.4,1.08,2.12,360.41,11.19,17816162858.0,8913870474.0,-0.11,0.05,-24.71,-14.64
451,002076,雪莱特,2.72,4.21,0.11,271825.0,74443979.04,8.05,2.83,2.62,2.62,2.61,1.52,2.62,1751.85,9.33,3031778616.0,2819661162.0,0.0,0.74,3.03,11.93
452,600892,大晟文化,5.95,4.2,0.24,196105.0,114430664.0,5.08,5.97,5.68,5.68,5.71,0.94,3.51,5787.48,18.62,3328811919.0,3327951239.0,-0.17,0.34,12.69,12.69
453,000582,北部湾港,8.93,4.2,0.36,396004.0,348930244.64,5.25,8.99,8.54,8.6,8.57,1.95,2.81,16.63,1.22,15823981691.0,12588336347.0,0.11,0.22,18.59,20.84
454,600715,文投控股,2.73,4.2,0.11,733074.0,197445120.0,7.63,2.76,2.56,2.58,2.62,1.63,3.95,-23.18,6.49,5063750055.0,5063750055.0,0.37,0.0,17.17,12.81
455,600489,中金黄金,12.42,4.19,0.5,1019691.0,1273393471.0,3.44,12.72,12.31,12.6,11.92,1.27,2.34,25.3,2.27,60203622045.0,54184252228.0,0.0,0.08,41.14,51.65
456,000912,泸天化,4.72,4.19,0.19,157044.0,73645453.6,3.53,4.74,4.58,4.6,4.53,2.64,1.0,10.67,1.15,7400960000.0,7400960000.0,-0.21,-0.21,-5.79,-0.21
