序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
138,601107,四川成渝,4.36,6.86,0.28,340696.0,148032833.0,5.88,4.43,4.19,4.2,4.08,6.92,1.58,7.64,0.73,13333141600.0,9429546400.0,-0.23,-0.23,12.95,14.74
139,300301,*ST长方,2.03,6.84,0.13,201036.0,40796238.0,4.74,2.08,1.99,2.04,1.9,1.93,2.54,-21.52,9.25,1603920801.0,1603917756.0,0.5,0.5,7.98,9.73
140,601000,唐山港,4.22,6.84,0.27,980085.0,400126812.0,8.35,4.25,3.92,3.96,3.95,2.89,1.65,12.11,1.27,25007418751.0,25007418751.0,-0.47,0.24,49.12,54.01
141,002103,广博股份,5.83,6.78,0.37,199676.0,115306545.32,6.04,5.88,5.55,5.55,5.46,4.34,4.74,21.97,3.85,3114811316.0,2457207482.0,0.34,0.69,-7.61,7.37
142,600511,国药股份,44.1,6.75,2.79,71184.0,302345731.0,8.69,44.17,40.58,41.18,41.31,1.52,1.29,20.07,2.27,33273582212.0,24402577298.0,0.62,1.15,45.3,58.06
143,002956,西麦食品,17.24,6.75,1.09,66146.0,110786401.0,5.14,17.26,16.43,16.64,16.15,2.17,2.98,24.5,2.66,3849307014.0,3826521440.0,0.94,0.88,16.02,15.94
144,601877,正泰电器,27.79,6.68,1.74,338129.0,939067321.0,3.49,28.05,27.14,27.25,26.05,4.93,1.57,12.43,1.59,59747764982.0,59747764982.0,0.0,-0.04,-11.52,0.32
145,688177,百奥泰,31.05,6.66,1.94,31140.0,95747106.0,5.5,31.6,30.0,30.0,29.11,3.09,0.75,-22.54,8.78,12857184000.0,12857184000.0,-0.13,0.06,10.97,42.56
146,002675,东诚药业,16.12,6.54,0.99,126442.0,203741388.95,8.06,16.52,15.3,15.6,15.13,2.5,1.71,66.32,2.77,13292482765.0,11892694811.0,-0.06,0.0,-17.54,-2.66
147,603116,红蜻蜓,5.7,6.54,0.35,110341.0,62700087.0,7.66,5.82,5.41,5.41,5.35,10.14,1.91,38.81,1.03,3284344560.0,3284344560.0,0.0,0.0,8.16,11.33
148,301270,汉仪股份,47.85,6.48,2.91,39668.0,185856353.51,7.94,48.58,45.01,45.01,44.94,3.72,19.77,177.34,4.35,4785000000.0,960130443.0,-0.31,0.31,19.27,58.44
149,688551,科威尔,76.64,6.44,4.64,8505.0,63671832.0,6.67,76.8,72.0,72.0,72.0,1.19,1.6,69.64,5.84,6154438014.0,4073453017.0,-0.16,-0.08,40.91,57.05
150,000860,顺鑫农业,36.82,6.39,2.21,169577.0,627975250.65,8.21,38.06,35.22,35.39,34.61,2.35,2.29,20.83,3.69,27311860535.0,27311860535.0,0.46,0.16,30.34,23.47
151,000596,古井贡酒,291.03,6.32,17.29,32681.0,954479291.45,5.51,298.08,283.0,285.82,273.74,5.17,0.8,24.5,7.66,153838458000.0,118914858000.0,-0.26,-0.36,3.28,9.04
152,603666,亿嘉和,38.8,6.3,2.3,35539.0,138372640.0,7.12,39.85,37.25,37.5,36.5,2.85,1.72,177.41,3.36,8068099160.0,7996056096.0,0.1,0.26,-9.01,22.05
153,601611,中国核建,9.28,6.3,0.55,484432.0,444832841.0,7.79,9.48,8.8,8.81,8.73,6.15,1.84,13.78,1.58,28020696875.0,24430893289.0,-0.22,-0.54,17.47,22.11
154,002146,荣盛发展,1.69,6.29,0.1,686151.0,115126958.18,7.55,1.73,1.61,1.62,1.59,2.72,1.76,-2.86,0.33,7348396908.0,6585121083.0,0.0,0.0,-21.03,-22.12
155,601988,中国银行,3.9,6.27,0.23,4050273.0,1541104901.0,6.81,3.9,3.65,3.65,3.67,3.12,0.19,4.98,0.54,1148112385840.0,821985507899.0,0.26,0.26,21.5,23.42
156,300314,戴维医疗,21.2,6.27,1.25,60812.0,126684082.11,8.97,21.5,19.71,19.75,19.95,1.71,3.21,30.52,5.73,6105600000.0,4014318538.0,-0.28,-0.52,49.4,63.33
157,601010,文峰股份,2.55,6.25,0.15,238810.0,60530726.0,4.58,2.58,2.47,2.48,2.4,6.88,1.31,13.67,1.06,4712400000.0,4649560516.0,0.39,0.39,-5.56,-11.76
158,000609,中迪投资,4.8,6.19,0.28,88663.0,42560138.0,5.53,4.88,4.63,4.63,4.52,4.2,3.04,-14.0,2.63,1436474506.0,1402027906.0,0.0,0.0,-17.53,-26.15
159,688606,奥泰生物,96.07,6.19,5.6,3535.0,34054027.0,6.25,98.65,93.0,93.0,90.47,2.44,1.38,31.94,1.23,5178571210.0,2463715150.0,0.07,-0.07,-11.46,-7.98
160,600377,宁沪高速,9.45,6.18,0.55,151848.0,140163743.0,5.39,9.48,9.0,9.11,8.9,4.37,0.4,9.7,1.44,47606713875.0,35930629359.0,0.11,0.43,14.68,14.96
161,300461,田中精机,22.36,6.17,1.3,41287.0,91691392.0,8.59,22.87,21.06,21.08,21.06,2.63,5.18,406.62,5.37,3578102921.0,1783365067.0,0.27,-0.45,52.11,62.86
162,601998,中信银行,6.9,6.15,0.4,521911.0,351153579.0,8.46,6.97,6.42,6.42,6.5,1.51,0.15,4.41,0.6,337650421233.0,234963496692.0,0.0,-0.14,38.83,38.55
163,002314,南山控股,3.46,6.13,0.2,361008.0,124607432.07,4.6,3.5,3.35,3.38,3.26,5.26,2.7,25.56,0.91,9368927495.0,4629927340.0,0.0,-0.29,-6.74,-9.42
164,603000,人民网,21.84,6.12,1.26,497485.0,1051037949.0,9.62,22.1,20.12,20.51,20.58,2.29,4.5,219.54,6.7,24148292663.0,24148292663.0,-0.27,-0.27,31.8,29.46
165,600469,风神股份,5.57,6.1,0.32,174800.0,97811196.0,6.29,5.76,5.43,5.43,5.25,6.15,3.12,19.92,1.36,4063041351.0,3123248883.0,0.0,-0.18,1.83,18.76
166,601668,中国建筑,6.97,6.09,0.4,5570887.0,3758532129.0,8.83,7.03,6.45,6.5,6.57,3.05,1.35,4.96,0.75,292282996923.0,288003121395.0,0.0,0.58,28.84,28.36
167,601989,中国重工,4.88,6.09,0.28,3409364.0,1645226204.0,8.48,4.95,4.56,4.56,4.6,1.77,1.54,418.8,1.33,111273932381.0,107768960016.0,-0.2,0.0,35.56,39.83
168,600981,汇鸿集团,2.97,6.07,0.17,562489.0,165297915.0,7.86,3.03,2.81,2.82,2.8,2.37,2.51,16.76,1.3,6660026580.0,6660026580.0,0.34,0.0,6.45,2.77
169,300108,*ST吉药,2.1,6.06,0.12,310879.0,64928916.5,8.08,2.18,2.02,2.02,1.98,2.0,4.73,-17.28,24.7,1398630815.0,1378774790.0,0.0,0.96,-0.47,8.25
170,300010,*ST豆神,2.46,6.03,0.14,429537.0,105272484.43,6.9,2.55,2.39,2.39,2.32,1.41,5.27,-9.96,-3.04,2136078632.0,2006113712.0,0.41,0.0,-31.48,-43.45
171,300469,信息发展,21.63,6.03,1.23,74089.0,162687629.64,11.62,22.98,20.61,20.71,20.4,2.38,3.85,-60.87,64.18,4437078183.0,4160433857.0,-0.14,-0.37,44.1,77.0
172,601811,新华文轩,20.59,6.02,1.17,258520.0,514034566.0,8.75,20.7,19.0,19.2,19.42,1.9,3.26,31.81,2.0,25404786190.0,16305301301.0,0.29,0.1,99.71,107.56
173,002851,麦格米特,31.87,6.02,1.81,78982.0,257991329.34,4.89,33.07,31.6,31.6,30.06,5.58,1.92,24.63,4.32,15857534961.0,13081235748.0,0.0,-0.78,10.51,22.77
174,600461,洪城环境,7.93,6.02,0.45,172258.0,133008555.0,6.55,7.95,7.46,7.48,7.48,3.58,1.81,7.42,1.21,8644589833.0,7542690672.0,-0.13,-0.13,12.16,14.1
175,688282,理工导航,62.28,6.01,3.53,22351.0,137572298.0,9.48,63.59,58.02,59.18,58.75,1.25,6.27,124.8,3.6,5480640000.0,2219659200.0,-0.14,0.1,25.72,36.43
176,002893,京能热力,9.41,5.97,0.53,93514.0,87099618.0,5.29,9.52,9.05,9.1,8.88,8.36,4.64,2.81,2.29,1908348000.0,1896141028.0,0.11,0.21,1.95,11.36
177,002448,中原内配,6.04,5.96,0.34,292981.0,174268070.8,7.02,6.1,5.7,5.71,5.7,5.31,6.17,10.82,1.12,3553994262.0,2866293246.0,0.0,-0.17,3.42,12.27
178,000679,大连友谊,5.16,5.95,0.29,64937.0,33409976.74,9.65,5.35,4.88,4.91,4.87,3.28,1.82,-52.22,5.1,1839024000.0,1839024000.0,0.19,0.39,-10.42,-28.13
179,600572,康恩贝,7.33,5.92,0.41,536188.0,386484163.0,7.51,7.4,6.88,6.97,6.92,1.95,2.09,16.57,2.62,18838373548.0,18788955766.0,0.27,0.27,50.82,54.97
180,688611,杭州柯林,51.5,5.92,2.88,5760.0,29637608.0,6.6,52.74,49.53,50.13,48.62,6.87,4.12,55.23,3.48,2878850000.0,719712500.0,-0.77,0.02,8.58,18.77
181,601595,上海电影,37.5,5.9,2.09,139339.0,502848094.0,9.07,37.5,34.29,34.99,35.41,1.28,3.11,116.8,10.44,16807500000.0,16807500000.0,0.4,0.32,268.01,241.84
182,600340,华夏幸福,2.34,5.88,0.13,517854.0,120189559.0,5.88,2.37,2.24,2.25,2.21,3.55,1.33,3.1,0.82,9158105600.0,9110450845.0,0.43,0.43,-15.22,-6.77
183,002638,勤上股份,2.88,5.88,0.16,654409.0,188833790.2,7.72,2.98,2.77,2.78,2.72,3.26,5.92,8.03,1.52,4165906493.0,3184777483.0,0.35,0.7,14.29,27.43
184,002558,巨人网络,16.77,5.87,0.93,962777.0,1642302590.31,7.2,17.42,16.28,16.49,15.84,2.08,4.8,34.34,2.82,33622793624.0,33622793624.0,0.42,0.78,68.2,110.68
185,601999,出版传媒,8.36,5.82,0.46,332754.0,269806401.0,8.35,8.47,7.81,7.82,7.9,2.0,6.04,-273.62,1.89,4605646892.0,4605646892.0,0.12,-0.24,23.12,27.63
186,000793,华闻集团,2.74,5.79,0.15,648854.0,173961913.23,7.34,2.74,2.55,2.57,2.59,2.38,3.31,-62.31,2.68,5472452552.0,5373163605.0,0.37,0.74,5.38,6.61
187,002174,游族网络,23.2,5.79,1.27,741002.0,1722867702.14,7.11,23.94,22.38,23.46,21.93,1.23,8.11,123.97,4.82,21248216457.0,21200374577.0,0.56,0.43,90.95,150.54
188,300678,中科信息,57.3,5.76,3.12,276617.0,1583404021.98,12.9,60.2,53.21,55.0,54.18,1.36,14.93,302.08,13.36,11321956393.0,10617825973.0,1.22,0.88,185.36,247.69
189,601881,中国银河,11.4,5.75,0.62,885171.0,987346798.0,7.51,11.47,10.66,10.66,10.78,3.54,1.37,12.85,1.29,115565059032.0,73487834216.0,0.53,0.53,16.68,22.71
190,605577,龙版传媒,15.46,5.75,0.84,183169.0,272700484.0,7.93,15.46,14.3,14.46,14.62,1.59,9.72,12.14,1.93,6871111120.0,2912114320.0,1.05,0.85,46.26,55.53
191,600858,银座股份,5.71,5.74,0.31,221074.0,126554155.0,4.44,5.84,5.6,5.7,5.4,8.51,4.27,7.95,1.23,2969580223.0,2955199246.0,0.0,0.0,1.6,-11.75
192,600490,鹏欣资源,3.87,5.74,0.21,826511.0,327436395.0,6.83,4.03,3.78,3.78,3.66,2.9,4.15,100.86,1.43,8563872996.0,7711444764.0,0.0,-0.26,16.57,29.0
193,002345,潮宏基,8.14,5.71,0.44,286562.0,230409942.8,8.96,8.35,7.66,7.67,7.7,4.04,3.3,14.58,1.97,7232493435.0,7062910031.0,0.0,0.49,33.66,54.75
194,600035,楚天高速,4.27,5.69,0.23,902375.0,382978309.0,6.68,4.35,4.08,4.12,4.04,7.42,5.6,4.85,0.88,6875194897.0,6875194897.0,0.0,0.23,27.08,25.96
195,300997,欢乐家,15.98,5.69,0.86,137461.0,217549198.58,8.93,16.5,15.15,15.21,15.12,1.94,15.27,21.08,5.25,7191000000.0,1438200000.0,0.0,-0.06,29.81,22.92
196,600285,羚锐制药,17.66,5.69,0.95,109017.0,189949447.0,7.42,17.85,16.61,16.65,16.71,2.22,1.95,17.36,3.71,10018512349.0,9877831376.0,0.06,-0.34,28.62,35.43
197,300188,美亚柏科,23.83,5.68,1.28,549251.0,1290247476.48,8.25,24.44,22.58,23.0,22.55,2.27,7.58,-30.59,5.04,20481344297.0,17258771576.0,0.59,0.72,60.15,85.3
198,000014,沙河股份,10.26,5.66,0.55,215740.0,217608378.16,5.77,10.37,9.81,9.98,9.71,10.37,8.91,3.84,1.87,2483394258.0,2483394258.0,0.29,0.59,-4.29,0.69
199,301112,信邦智能,30.8,5.66,1.65,14750.0,45049207.6,8.23,31.39,28.99,29.1,29.15,3.64,5.53,47.99,2.78,3396211280.0,821488914.0,0.36,0.16,-20.68,-0.93
200,600635,大众公用,3.18,5.65,0.17,354542.0,112135426.0,5.65,3.22,3.05,3.05,3.01,6.8,1.47,9.04,1.11,9388742267.0,7691757527.0,0.0,0.0,1.92,7.43
201,300528,幸福蓝海,10.48,5.65,0.56,386888.0,396310545.28,7.86,10.66,9.88,10.06,9.92,4.74,10.38,337.79,17.71,3904932406.0,3904932406.0,-0.1,0.38,42.59,24.61
202,600825,新华传媒,5.81,5.64,0.31,827071.0,470124077.0,8.55,5.88,5.41,5.49,5.5,1.75,7.92,367.63,2.43,6070798409.0,6070798409.0,-0.85,0.52,45.61,46.35
203,600822,上海物贸,8.66,5.61,0.46,77634.0,65421584.0,7.32,8.74,8.14,8.28,8.2,5.73,1.96,7.67,3.73,4295125435.0,3430640883.0,0.12,0.12,5.22,4.84
204,600105,永鼎股份,6.78,5.61,0.36,1686940.0,1138548837.0,8.26,6.96,6.43,6.43,6.42,1.35,12.22,98.62,3.22,9526930960.0,9362637458.0,0.0,0.15,67.41,98.83
205,002833,弘亚数控,17.52,5.54,0.92,56944.0,100170760.82,5.84,17.95,16.98,16.98,16.6,3.68,2.23,15.15,2.95,7432510529.0,4474067893.0,-0.06,0.0,16.72,42.09
206,603861,白云电器,8.2,5.53,0.43,65145.0,53451688.0,7.98,8.41,7.79,7.87,7.77,3.26,1.54,25.56,1.32,3574980363.0,3477060252.0,0.12,0.37,-1.44,9.77
207,603725,天安新材,7.44,5.53,0.39,54701.0,40320245.0,6.52,7.51,7.05,7.08,7.05,3.58,2.66,47.02,2.87,1527818880.0,1527818880.0,0.0,0.0,-3.25,7.67
208,601816,京沪高铁,5.73,5.52,0.3,2805004.0,1577074665.0,5.52,5.74,5.44,5.45,5.43,4.71,0.57,31.6,1.51,281380156821.0,281380156821.0,0.17,0.17,19.87,16.46
209,600664,哈药股份,3.44,5.52,0.18,786343.0,272581305.0,8.28,3.57,3.3,3.33,3.26,3.59,3.12,17.75,1.95,8681903221.0,8660302773.0,-0.29,0.0,8.52,14.29
210,600566,济川药业,33.29,5.52,1.74,96958.0,318195054.0,7.54,33.8,31.42,31.55,31.55,2.18,1.06,11.34,2.55,30687459706.0,30485256246.0,0.15,-0.24,14.44,22.3
211,688017,绿的谐波,118.05,5.51,6.17,32523.0,382490674.0,10.36,120.6,109.01,109.14,111.88,2.87,3.47,201.84,10.12,19901268009.0,11048985961.0,-0.2,-0.47,-9.09,21.98
212,600959,江苏有线,3.83,5.51,0.2,1146989.0,427783421.0,7.16,3.85,3.59,3.6,3.63,1.56,2.29,51.01,0.87,19152748737.0,19152748737.0,-0.26,0.52,24.76,28.96
213,300949,奥雅股份,34.98,5.49,1.82,13920.0,48758889.0,5.58,35.65,33.8,33.99,33.16,4.03,8.19,-16.84,1.88,2098800000.0,594826155.0,-0.06,0.11,-6.47,14.35
214,300420,五洋停车,3.08,5.48,0.16,295285.0,90408758.06,7.19,3.13,2.92,2.93,2.92,3.32,2.9,100.94,1.42,3438461368.0,3138608248.0,0.0,0.33,-1.6,14.5
215,002262,恩华药业,29.97,5.42,1.54,53722.0,158748175.88,6.93,30.11,28.14,28.45,28.43,1.47,0.61,33.19,5.35,30197415117.0,26425678120.0,0.71,0.3,19.4,23.08
216,601921,浙版传媒,10.55,5.39,0.54,433891.0,449345466.0,4.7,10.59,10.12,10.13,10.01,1.67,10.28,40.22,1.82,23444444453.0,4454441699.0,-0.09,-0.19,39.55,42.57
217,600993,马应龙,27.57,5.39,1.41,108199.0,297294482.0,8.79,28.2,25.9,25.9,26.16,3.09,2.51,15.84,3.26,11884155775.0,11863564431.0,0.11,0.07,15.02,21.99
218,600916,中国黄金,12.73,5.38,0.65,414722.0,523881750.0,4.64,12.88,12.32,12.32,12.08,4.6,5.04,17.82,2.96,21386400000.0,10465969500.0,0.08,0.39,-1.32,0.71
219,300500,启迪设计,17.24,5.38,0.88,66597.0,113710519.8,6.3,17.48,16.45,16.5,16.36,3.48,4.05,35.87,1.89,2999326742.0,2832809650.0,0.12,0.47,4.93,28.95
220,688139,海尔生物,72.72,5.33,3.68,14047.0,101054562.0,7.82,73.49,68.09,68.8,69.04,1.35,0.44,42.03,5.56,23121506382.0,23121506382.0,-0.05,0.41,1.86,14.88
221,603998,方盛制药,14.44,5.32,0.73,91502.0,129667193.0,6.2,14.56,13.71,13.75,13.71,1.58,2.13,24.93,4.73,6360114173.0,6200965157.0,-0.21,0.21,64.84,80.27
222,600290,*ST华仪,1.79,5.29,0.09,95551.0,16877961.0,4.12,1.79,1.72,1.74,1.7,2.05,1.26,-5.73,-6.65,1360227285.0,1360227285.0,0.0,0.0,-13.53,-16.74
223,002441,众业达,10.57,5.28,0.53,320210.0,333820074.54,4.28,10.63,10.2,10.27,10.04,8.29,8.03,8.53,1.23,5755825947.0,4216687236.0,-0.19,-0.28,-13.78,27.35
224,300508,维宏股份,33.77,5.27,1.69,59974.0,199482918.0,11.07,34.95,31.4,31.55,32.08,1.62,10.59,40.87,5.46,3684117888.0,1912293824.0,0.21,0.78,38.4,58.84
225,002215,诺 普 信,8.24,5.24,0.41,246632.0,200014949.77,7.28,8.3,7.73,7.82,7.83,1.36,3.12,9.39,2.11,8199141358.0,6515729151.0,0.24,0.37,42.31,56.36
226,601566,九牧王,11.47,5.23,0.57,124442.0,140044968.0,9.45,11.6,10.57,10.6,10.9,1.96,2.17,16.95,1.71,6591088111.0,6591088111.0,0.09,0.0,37.2,50.33
227,301025,读客文化,14.75,5.21,0.73,122687.0,177282836.7,5.99,14.84,14.0,14.0,14.02,1.34,12.8,244.1,8.92,5904563650.0,1413473443.0,-0.2,-0.2,29.5,45.61
228,600489,中金黄金,12.54,5.2,0.62,694275.0,867946015.0,3.44,12.72,12.31,12.6,11.92,1.82,1.59,25.55,2.3,60785299553.0,54707771573.0,0.24,0.24,42.5,53.11
229,600518,ST康美,2.23,5.19,0.11,1252568.0,278824374.0,2.36,2.23,2.18,2.23,2.12,5.06,0.92,-153.33,4.48,30916422719.0,30356829674.0,0.0,0.0,3.24,1.36
230,605580,恒盛能源,15.09,5.16,0.74,21446.0,31895076.0,7.32,15.28,14.23,14.24,14.35,2.41,4.2,27.23,3.81,3018000000.0,771249900.0,0.2,0.27,17.52,25.02
231,600814,杭州解百,8.78,5.15,0.43,146920.0,127152311.0,6.35,8.88,8.35,8.4,8.35,2.52,2.05,14.35,1.9,6461492249.0,6277934935.0,0.0,0.0,14.17,18.81
232,002776,*ST柏龙,2.66,5.14,0.13,18226.0,4834164.43,2.37,2.66,2.6,2.6,2.53,1.05,0.34,-22.71,-2.13,1431051022.0,1431051022.0,0.0,0.0,-13.36,-12.79
233,688165,埃夫特-U,9.62,5.14,0.47,34459.0,32762213.0,6.56,9.7,9.1,9.27,9.15,3.03,1.06,-30.93,2.92,5019523600.0,3121641419.0,0.21,0.42,2.34,24.94
234,002946,新乳业,17.4,5.14,0.85,54469.0,92618337.37,6.16,17.49,16.47,16.67,16.55,0.95,0.64,61.71,6.25,15078545905.0,14709341882.0,0.12,0.12,32.02,31.52
235,002024,ST易购,2.05,5.13,0.1,190532.0,39019571.5,0.51,2.05,2.04,2.04,1.95,2.44,0.24,-47.41,1.19,19085581293.0,16161081762.0,0.0,0.0,-10.48,-9.29
236,600019,宝钢股份,6.77,5.12,0.33,846861.0,564508341.0,4.97,6.8,6.48,6.56,6.44,2.59,0.39,20.42,0.77,150715095584.0,148221831522.0,0.0,-0.15,10.8,21.11
237,002485,*ST雪发,4.11,5.12,0.2,6370.0,2617959.03,0.0,4.11,4.11,4.11,3.91,1.0,0.12,9.26,1.55,2235840000.0,2235840000.0,0.0,0.0,29.65,33.44
238,600303,ST曙光,4.73,5.11,0.23,64886.0,30666228.0,1.56,4.73,4.66,4.72,4.5,0.66,0.96,-11.14,1.54,3195607918.0,3195607918.0,0.0,0.0,-21.3,-22.59
239,600136,*ST明诚,2.47,5.11,0.12,80904.0,19573261.0,4.68,2.47,2.36,2.41,2.35,1.01,1.67,-1.82,-0.3,1440240014.0,1198831014.0,0.0,0.0,-18.21,37.99
240,002181,粤 传 媒,7.01,5.1,0.34,811132.0,550650849.45,9.9,7.17,6.51,6.69,6.67,1.63,7.15,-225.78,1.82,8139017800.0,7952581929.0,-1.13,-1.13,27.45,28.39
241,002154,报 喜 鸟,6.6,5.1,0.32,282679.0,184234107.55,8.28,6.74,6.22,6.36,6.28,1.44,2.61,9.42,2.3,9631602611.0,7145562362.0,0.0,0.15,39.83,60.19
242,603108,润达医疗,13.62,5.09,0.66,203334.0,275383983.0,6.17,13.8,13.0,13.03,12.96,2.11,3.51,24.35,2.04,7893399168.0,7893399168.0,0.22,0.22,17.41,34.72
243,605598,上海港湾,35.33,5.09,1.71,36601.0,126026294.0,13.12,36.42,32.01,32.26,33.62,2.98,6.95,53.48,3.93,6103026689.0,1859893689.0,-0.34,-0.08,12.95,41.89
244,002742,ST三圣,3.72,5.08,0.18,31504.0,11544728.5,4.52,3.72,3.56,3.56,3.54,1.03,0.76,-11.67,2.1,1607040000.0,1533529262.0,0.0,0.0,-16.78,-18.06
245,000008,神州高铁,2.49,5.06,0.12,693303.0,172551622.6,8.44,2.57,2.37,2.38,2.37,5.64,2.64,-51.32,1.56,6763780431.0,6548884380.0,0.0,0.0,2.05,8.26
246,600208,新湖中宝,2.91,5.05,0.14,912598.0,263171251.0,5.42,2.93,2.78,2.79,2.77,2.59,1.07,8.75,0.58,24761017728.0,24757608328.0,0.0,0.0,8.99,14.57
247,000004,ST国华,11.03,5.05,0.53,45590.0,50250319.97,0.86,11.03,10.94,11.03,10.5,2.61,3.83,-49.32,4.25,1465313528.0,1311652889.0,0.0,0.0,8.56,13.95
248,300723,一品红,50.44,5.04,2.42,34132.0,171830390.3,8.23,51.51,47.56,47.68,48.02,3.09,2.58,32.74,7.07,14551067590.0,6667784606.0,0.0,-0.12,16.49,45.86
249,601328,交通银行,5.85,5.03,0.28,1966540.0,1127030118.0,5.03,5.86,5.58,5.59,5.57,2.69,0.5,4.41,0.5,434436950873.0,229617554488.0,0.17,0.0,20.87,23.42
250,300918,南山智尚,12.33,5.03,0.59,53711.0,65913826.95,7.16,12.48,11.64,11.74,11.74,4.1,4.95,34.62,2.42,4438800000.0,1336911075.0,-0.08,0.0,14.27,19.94
251,000571,ST大洲,2.3,5.02,0.11,239925.0,55074451.49,1.83,2.3,2.26,2.3,2.19,4.96,2.95,-23.85,5.14,1872347200.0,1872279580.0,0.0,0.0,-4.56,-1.71
252,688390,固德威,272.61,5.01,13.0,36585.0,999783570.0,9.71,282.2,257.0,261.0,259.61,1.49,4.53,24.96,12.85,33585552000.0,22009986180.0,0.09,0.38,-30.63,-15.62
253,600410,华胜天成,6.93,5.0,0.33,611818.0,423116162.0,6.67,7.11,6.67,6.75,6.6,5.34,5.58,30.96,1.67,7598708153.0,7598708153.0,0.0,0.14,20.94,41.72
254,002599,盛通股份,7.14,5.0,0.34,562074.0,402707807.4,11.47,7.48,6.7,6.7,6.8,2.18,14.24,-39.36,2.69,3838369159.0,2819157536.0,0.28,0.0,27.96,38.37
255,000415,渤海租赁,2.31,5.0,0.11,530234.0,120978378.93,5.91,2.32,2.19,2.2,2.2,3.08,0.98,14.54,0.52,14286244161.0,12457227402.0,0.87,0.87,0.0,4.52
256,688236,春立医疗,35.72,5.0,1.7,13144.0,46414057.0,9.61,36.44,33.17,33.85,34.02,2.38,1.69,61.43,4.95,13726481600.0,2777499507.0,-0.22,-0.14,18.67,50.02
257,600482,中国动力,17.86,5.0,0.85,155801.0,276131496.0,7.29,18.14,16.9,17.0,17.01,2.94,0.77,284.89,1.09,38589782574.0,36209942593.0,0.17,0.11,11.76,16.81
258,002809,红墙股份,10.3,4.99,0.49,41138.0,42019024.9,6.42,10.38,9.75,9.88,9.81,5.27,3.02,25.97,1.39,2152190789.0,1403227525.0,0.1,0.19,-2.37,8.08
259,002905,金逸影视,9.67,4.99,0.46,130183.0,123857565.88,5.97,9.76,9.21,9.39,9.21,3.9,3.73,44.52,22.27,3639014400.0,3379084800.0,-0.51,0.1,11.92,-5.01
260,603683,晶华新材,9.26,4.99,0.44,33721.0,30925244.0,6.01,9.35,8.82,8.9,8.82,3.11,1.57,60.82,2.07,2010854189.0,1988384614.0,0.33,-0.11,2.21,16.62
261,603839,安正时尚,7.16,4.99,0.34,36053.0,25554333.0,5.43,7.22,6.85,6.86,6.82,4.0,0.9,26.07,1.36,2858359066.0,2858359066.0,-0.14,-0.14,3.32,2.29
262,002237,恒邦股份,12.87,4.98,0.61,213043.0,274815576.76,4.4,13.22,12.68,12.85,12.26,2.85,2.34,29.98,1.76,14774945328.0,11716815426.0,-0.08,0.0,10.09,22.11
263,603133,*ST碳元,7.82,4.97,0.37,105533.0,82493738.0,1.48,7.82,7.71,7.82,7.45,1.29,5.04,-40.52,6.04,1635828264.0,1635828264.0,0.0,0.0,-35.05,-35.0
264,600012,皖通高速,9.95,4.96,0.47,127842.0,124173460.0,5.06,9.95,9.47,9.5,9.48,2.18,1.1,8.98,1.33,16503169500.0,11597720000.0,0.51,0.71,28.72,36.11
265,300785,值得买,51.69,4.95,2.44,60723.0,301306302.85,9.1,51.88,47.4,48.99,49.25,1.48,8.0,-2499.21,3.8,6874073787.0,3921995084.0,1.13,1.81,54.85,52.93
266,000719,中原传媒,14.62,4.95,0.69,390296.0,554897940.81,6.96,14.83,13.86,13.86,13.93,1.55,5.85,36.96,1.5,14959238810.0,9753697079.0,0.55,0.41,73.63,82.07
267,603007,ST花王,5.3,4.95,0.25,53902.0,28260086.0,4.75,5.3,5.06,5.07,5.05,1.93,1.59,-18.31,6.88,1793439392.0,1793439392.0,0.0,0.0,19.64,36.25
268,002177,*ST御银,3.61,4.94,0.17,224977.0,80324925.01,4.36,3.61,3.46,3.49,3.44,2.14,2.96,62.06,1.62,2747900571.0,2747900571.0,0.0,0.0,14.24,16.08
269,300109,新开源,25.76,4.93,1.21,50695.0,129209420.64,6.48,25.95,24.36,24.46,24.55,1.96,1.9,17.39,2.56,8343801481.0,6861625126.0,0.23,0.19,-2.42,6.45
270,600262,北方股份,18.31,4.93,0.86,39729.0,72853831.0,7.51,18.63,17.32,17.49,17.45,4.35,2.34,37.63,2.22,3112700000.0,3112700000.0,0.11,0.11,-1.13,14.65
271,688096,京源环保,13.43,4.92,0.63,17797.0,23751478.0,5.31,13.51,12.83,12.9,12.8,6.4,1.65,78.81,1.77,1450381472.0,1450381472.0,-0.15,-0.22,4.03,11.27
272,688310,迈得医疗,37.95,4.92,1.78,5661.0,21023124.0,5.09,38.01,36.17,36.58,36.17,0.99,0.67,59.35,3.81,3184051223.0,3184051223.0,0.18,0.08,33.49,51.5
273,002803,吉宏股份,22.18,4.92,1.04,308147.0,668162633.14,6.39,22.25,20.9,21.06,21.14,1.32,11.03,29.79,4.05,8393118008.0,6195690401.0,0.05,-0.14,33.61,42.36
274,601077,渝农商行,4.06,4.91,0.19,1593821.0,635984476.0,5.43,4.07,3.86,3.87,3.87,4.31,1.8,2.92,0.41,46109420000.0,35867856135.0,0.0,0.0,13.41,15.01
